"Feature"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"pfam04214"	"36"	"9.22222222222222"	"7.35527021937332"	"1.89177019766019"	"85.5"	"0.00276672277544192"	"0.0218159268708309"	"23"	"22"	"49"	"58"	"28"	"7"	"6"	"30"	"23"	"0"	"7"	"3"	"7"	"5"	"5"	"3"	"16"	"0"	"10"	"6"	"12"	"7"	"19"
"pfam04216"	"185.6"	"427.5"	"30.5001639339857"	"74.2540793536193"	"21.5"	"0.0863924593028401"	"0.219721956910354"	"102"	"154"	"272"	"237"	"163"	"426"	"89"	"131"	"275"	"553"	"644"	"661"	"168"	"102"	"174"	"325"	"524"	"135"	"380"	"456"	"1030"	"398"	"1224"
"pfam04218"	"6.2"	"27.1666666666667"	"1.90787840283389"	"4.59699390266906"	"12"	"0.0153166446101424"	"0.0644239972239441"	"4"	"0"	"8"	"11"	"8"	"6"	"24"	"3"	"23"	"28"	"41"	"37"	"12"	"10"	"27"	"24"	"3"	"17"	"37"	"34"	"31"	"47"	"85"
"pfam04221"	"15.4"	"120.944444444444"	"1.20830459735946"	"22.5969909822621"	"0"	"0.000907769080441797"	"0.012159070287027"	"12"	"17"	"19"	"14"	"15"	"92"	"67"	"31"	"94"	"135"	"170"	"128"	"47"	"24"	"42"	"94"	"118"	"21"	"229"	"80"	"306"	"130"	"369"
"pfam04222"	"5"	"2.77777777777778"	"2.38746727726266"	"0.688635837984469"	"57"	"0.379318493536195"	"0.595523869299285"	"3"	"14"	"5"	"0"	"3"	"0"	"0"	"8"	"0"	"0"	"5"	"2"	"4"	"0"	"2"	"0"	"3"	"2"	"3"	"6"	"7"	"0"	"8"
"pfam04223"	"192.2"	"389.5"	"27.0137002278473"	"63.864094364671"	"27"	"0.198936075366281"	"0.400034999574157"	"120"	"157"	"248"	"261"	"175"	"338"	"84"	"106"	"210"	"519"	"682"	"498"	"192"	"78"	"186"	"246"	"366"	"128"	"488"	"544"	"893"	"458"	"995"
"pfam04224"	"21.4"	"69.6666666666667"	"3.32565782966318"	"12.5380466731898"	"12"	"0.0153926886269564"	"0.0644239972239441"	"15"	"26"	"19"	"32"	"15"	"88"	"3"	"38"	"37"	"54"	"10"	"53"	"72"	"114"	"83"	"162"	"210"	"48"	"29"	"47"	"60"	"28"	"118"
"pfam04225"	"3.6"	"6.44444444444444"	"2.71293199325011"	"4.73495016725834"	"49"	"0.758963595967844"	"0.809430810912584"	"0"	"0"	"4"	"0"	"14"	"0"	"0"	"0"	"86"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"9"	"3"	"8"
"pfam04226"	"1131.4"	"1320.88888888889"	"97.4805621649773"	"158.229148155677"	"39.5"	"0.709319561853641"	"0.770220736897496"	"879"	"1183"	"1236"	"1412"	"947"	"1584"	"502"	"1190"	"1270"	"1215"	"1047"	"1591"	"1122"	"726"	"947"	"1358"	"1654"	"922"	"634"	"1244"	"2574"	"940"	"3256"
"pfam04227"	"173"	"307.944444444444"	"16.8493323309857"	"42.2830852182061"	"28"	"0.218644191540567"	"0.424636719629613"	"215"	"195"	"155"	"182"	"118"	"164"	"316"	"725"	"316"	"109"	"124"	"162"	"482"	"467"	"434"	"558"	"352"	"272"	"71"	"134"	"326"	"143"	"388"
"pfam04228"	"591.6"	"379.333333333333"	"42.5330459760408"	"57.7855512618901"	"73.5"	"0.0368418293783605"	"0.123329312008213"	"569"	"624"	"575"	"726"	"464"	"569"	"59"	"712"	"442"	"435"	"285"	"507"	"260"	"98"	"188"	"267"	"432"	"368"	"89"	"473"	"681"	"40"	"923"
"pfam04229"	"156.4"	"343.944444444444"	"16.3542043523982"	"34.7506968211719"	"4"	"0.000713245564504146"	"0.012159070287027"	"148"	"166"	"140"	"213"	"115"	"211"	"296"	"501"	"313"	"264"	"243"	"232"	"436"	"403"	"316"	"650"	"474"	"167"	"182"	"207"	"441"	"238"	"617"
"pfam04230"	"259.2"	"415.222222222222"	"36.4902726764271"	"52.5410860430704"	"20"	"0.0666884602811376"	"0.190823826604322"	"206"	"190"	"293"	"387"	"220"	"339"	"202"	"259"	"301"	"398"	"437"	"394"	"363"	"361"	"269"	"455"	"541"	"137"	"312"	"267"	"912"	"528"	"999"
"pfam04231"	"7.8"	"1.77777777777778"	"1.82756668824971"	"0.991979454890675"	"81"	"0.00263662964141306"	"0.020893547377214"	"11"	"4"	"7"	"13"	"4"	"0"	"0"	"14"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"3"	"0"	"0"
"pfam04232"	"27.6"	"14.5"	"2.6944387170615"	"4.06423102889208"	"75"	"0.0275066120156809"	"0.100384121852357"	"20"	"30"	"35"	"23"	"30"	"5"	"30"	"59"	"52"	"5"	"4"	"2"	"2"	"4"	"0"	"14"	"7"	"7"	"14"	"0"	"11"	"27"	"18"
"pfam04233"	"21.8"	"24.7222222222222"	"3.4117444218464"	"6.56978902355993"	"56"	"0.432594768560277"	"0.655389138124357"	"17"	"18"	"14"	"30"	"30"	"0"	"73"	"76"	"15"	"9"	"2"	"3"	"21"	"14"	"15"	"36"	"15"	"0"	"44"	"0"	"17"	"89"	"16"
"pfam04234"	"458.6"	"299.666666666667"	"36.424716882908"	"42.0987789554814"	"77"	"0.0150970311153378"	"0.0643325938655056"	"400"	"377"	"530"	"560"	"426"	"231"	"140"	"811"	"358"	"266"	"252"	"347"	"176"	"88"	"155"	"189"	"353"	"214"	"257"	"284"	"448"	"202"	"623"
"pfam04235"	"33.4"	"80.1666666666667"	"5.19230199429887"	"12.2975766782266"	"19.5"	"0.0623427051308281"	"0.182199349022991"	"22"	"20"	"45"	"38"	"42"	"118"	"9"	"56"	"53"	"115"	"96"	"139"	"43"	"7"	"36"	"45"	"64"	"14"	"112"	"86"	"147"	"111"	"192"
"pfam04237"	"554.2"	"1336"	"40.9382461764057"	"138.248473853695"	"0"	"5.94371303753455e-05"	"0.00315049836013766"	"523"	"461"	"572"	"702"	"513"	"956"	"752"	"1322"	"1081"	"1050"	"1338"	"1362"	"1420"	"1486"	"1134"	"1662"	"1434"	"734"	"717"	"1057"	"2508"	"1042"	"2993"
"pfam04238"	"325"	"483"	"43.7972601882812"	"76.8019692694148"	"35"	"0.490950696900354"	"0.669435894685097"	"224"	"244"	"380"	"461"	"316"	"435"	"144"	"181"	"246"	"597"	"734"	"656"	"221"	"110"	"215"	"399"	"539"	"143"	"561"	"510"	"1127"	"627"	"1249"
"pfam04239"	"256"	"234.833333333333"	"35.7057418351727"	"33.9587648835805"	"55.5"	"0.455945224376426"	"0.669435894685097"	"187"	"170"	"317"	"354"	"252"	"187"	"100"	"481"	"116"	"292"	"342"	"261"	"113"	"94"	"68"	"136"	"212"	"123"	"228"	"222"	"439"	"239"	"574"
"pfam04240"	"87.2"	"168.277777777778"	"15.0412765415705"	"24.7932372124783"	"25"	"0.146000828659327"	"0.320663265168148"	"71"	"63"	"122"	"125"	"55"	"91"	"344"	"57"	"184"	"114"	"253"	"183"	"91"	"41"	"85"	"124"	"174"	"31"	"235"	"107"	"325"	"213"	"377"
"pfam04241"	"187"	"105.111111111111"	"19.9123077517399"	"15.6016357632612"	"74.5"	"0.0305307142177051"	"0.106918125999829"	"137"	"149"	"235"	"228"	"186"	"80"	"44"	"223"	"235"	"64"	"87"	"81"	"45"	"30"	"44"	"63"	"152"	"66"	"78"	"80"	"168"	"138"	"214"
"pfam04242"	"61.8"	"120.888888888889"	"7.21387551874857"	"23.2943496317021"	"31.5"	"0.332324764361483"	"0.561371059342927"	"68"	"36"	"64"	"80"	"61"	"29"	"208"	"6"	"365"	"151"	"182"	"59"	"64"	"11"	"24"	"115"	"92"	"20"	"268"	"84"	"120"	"170"	"208"
"pfam04244"	"1"	"6.11111111111111"	"0.632455532033676"	"4.86207740162623"	"51"	"0.59536496092856"	"0.74521387741079"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"87"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"2"
"pfam04245"	"2.8"	"12.3333333333333"	"1.65529453572468"	"2.98251988033631"	"15.5"	"0.0300381618088575"	"0.106561454597089"	"2"	"3"	"0"	"9"	"0"	"2"	"3"	"20"	"20"	"9"	"23"	"10"	"4"	"6"	"3"	"12"	"6"	"0"	"18"	"2"	"14"	"54"	"16"
"pfam04246"	"7.6"	"7.27777777777778"	"2.11187120819429"	"1.65645016843062"	"51.5"	"0.653356901748235"	"0.74521387741079"	"3"	"3"	"14"	"10"	"8"	"5"	"4"	"2"	"0"	"7"	"5"	"9"	"0"	"3"	"0"	"6"	"21"	"23"	"17"	"12"	"8"	"0"	"9"
"pfam04247"	"36"	"12.1111111111111"	"6.1400325732035"	"2.61829771682181"	"83"	"0.00506749914562203"	"0.0307643772225364"	"34"	"22"	"33"	"59"	"32"	"10"	"2"	"7"	"37"	"14"	"20"	"10"	"0"	"2"	"0"	"3"	"31"	"14"	"7"	"14"	"24"	"0"	"23"
"pfam04248"	"396.6"	"859.611111111111"	"39.7109556671707"	"94.8417029591351"	"11"	"0.00891556955630182"	"0.044773567968187"	"465"	"456"	"366"	"442"	"254"	"557"	"644"	"1356"	"895"	"531"	"443"	"640"	"1142"	"1320"	"920"	"1536"	"983"	"832"	"227"	"510"	"1033"	"361"	"1543"
"pfam04250"	"87.4"	"387"	"11.9816526406001"	"40.191290963106"	"0"	"0.000907769080441797"	"0.012159070287027"	"100"	"124"	"77"	"84"	"52"	"236"	"308"	"456"	"549"	"216"	"277"	"252"	"533"	"521"	"328"	"544"	"441"	"203"	"293"	"216"	"562"	"225"	"806"
"pfam04253"	"450.6"	"578.277777777778"	"68.9989854997883"	"101.531823323635"	"42"	"0.852142817304823"	"0.880046402388635"	"307"	"302"	"541"	"661"	"442"	"517"	"111"	"297"	"353"	"740"	"949"	"803"	"247"	"100"	"217"	"311"	"654"	"215"	"556"	"622"	"1431"	"622"	"1664"
"pfam04254"	"0"	"0.666666666666667"	"0"	"0.30249507099101"	"35"	"0.281235224925416"	"0.508251748501558"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"0"	"3"	"0"
"pfam04255"	"344.2"	"1272"	"39.1067769063113"	"202.092485137423"	"2"	"0.000237748521501382"	"0.00637885153522072"	"268"	"281"	"440"	"439"	"293"	"892"	"654"	"453"	"837"	"1299"	"1803"	"1345"	"796"	"526"	"619"	"1012"	"1138"	"376"	"2336"	"1014"	"2945"	"1409"	"3442"
"pfam04256"	"1.6"	"11.4444444444444"	"0.678232998312527"	"2.38626546937706"	"11"	"0.0118598591327844"	"0.0549025549242671"	"0"	"3"	"3"	"2"	"0"	"3"	"23"	"6"	"9"	"8"	"3"	"7"	"21"	"6"	"12"	"34"	"0"	"3"	"4"	"0"	"19"	"26"	"22"
"pfam04257"	"123"	"152.611111111111"	"6.1400325732035"	"18.8650416553848"	"42.5"	"0.881468383359168"	"0.899366743725499"	"111"	"124"	"115"	"146"	"119"	"74"	"86"	"306"	"187"	"105"	"146"	"131"	"138"	"67"	"72"	"268"	"109"	"87"	"125"	"113"	"213"	"196"	"324"
"pfam04258"	"0"	"1.27777777777778"	"0"	"0.433902759772592"	"27.5"	"0.11926711271366"	"0.277261609740982"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"5"	"3"	"0"	"0"	"0"	"4"	"0"	"5"	"2"	"0"	"0"	"0"	"0"
"pfam04259"	"0"	"1.05555555555556"	"0"	"0.751783162235668"	"40"	"0.492778130690203"	"0.669435894685097"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam04260"	"0"	"7.72222222222222"	"0"	"3.69225081073628"	"27.5"	"0.119956391836631"	"0.277261609740982"	"0"	"0"	"0"	"0"	"0"	"0"	"57"	"39"	"0"	"0"	"0"	"0"	"16"	"8"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"5"	"0"
"pfam04261"	"327.2"	"940.555555555556"	"30.4128262415712"	"86.0410763060874"	"4"	"0.000713245564504146"	"0.012159070287027"	"393"	"380"	"302"	"337"	"224"	"828"	"470"	"1129"	"936"	"803"	"823"	"1050"	"994"	"908"	"834"	"1304"	"1231"	"649"	"284"	"760"	"1513"	"615"	"1799"
"pfam04262"	"144.4"	"24"	"19.3354596531864"	"6.39086357661482"	"88.5"	"0.00133198927912708"	"0.0149903480462098"	"102"	"99"	"148"	"181"	"192"	"3"	"0"	"83"	"102"	"21"	"29"	"15"	"7"	"14"	"16"	"15"	"16"	"18"	"0"	"10"	"21"	"19"	"43"
"pfam04263"	"15.4"	"25.7222222222222"	"2.99332590941915"	"3.96949607077758"	"30"	"0.278729812504283"	"0.508251748501558"	"15"	"13"	"11"	"27"	"11"	"10"	"35"	"38"	"27"	"4"	"10"	"10"	"41"	"16"	"34"	"42"	"39"	"0"	"22"	"27"	"19"	"68"	"21"
"pfam04264"	"1487.6"	"2285.83333333333"	"143.472854575352"	"202.04642982226"	"15.5"	"0.0306130467748275"	"0.106918125999829"	"1272"	"1222"	"1633"	"1985"	"1326"	"1860"	"1511"	"2267"	"2156"	"1790"	"1808"	"2134"	"2518"	"2570"	"2077"	"3235"	"2818"	"1265"	"1222"	"1797"	"3597"	"1881"	"4639"
"pfam04265"	"16.6"	"17.7222222222222"	"6.6"	"2.97572483129824"	"38.5"	"0.653679280884722"	"0.74521387741079"	"16"	"7"	"12"	"42"	"6"	"0"	"47"	"31"	"18"	"10"	"7"	"7"	"23"	"7"	"25"	"19"	"28"	"3"	"17"	"6"	"16"	"38"	"17"
"pfam04266"	"102.6"	"140.444444444444"	"12.1020659393345"	"13.7049254592861"	"25"	"0.145701785793658"	"0.320663265168148"	"81"	"144"	"103"	"109"	"76"	"91"	"147"	"294"	"175"	"111"	"81"	"103"	"147"	"151"	"120"	"213"	"149"	"94"	"97"	"75"	"149"	"99"	"232"
"pfam04267"	"171.6"	"115.833333333333"	"16.0299719276111"	"16.5190027235421"	"72.5"	"0.0441189939816856"	"0.141106112833993"	"141"	"171"	"137"	"225"	"184"	"70"	"29"	"225"	"216"	"85"	"112"	"105"	"101"	"46"	"87"	"116"	"118"	"77"	"72"	"67"	"222"	"63"	"274"
"pfam04268"	"111.4"	"84"	"12.6356638131916"	"11.8702131734992"	"64.5"	"0.156519010050525"	"0.336258404179817"	"135"	"72"	"91"	"127"	"132"	"47"	"39"	"152"	"136"	"45"	"75"	"75"	"79"	"31"	"42"	"72"	"115"	"60"	"52"	"62"	"174"	"54"	"202"
"pfam04273"	"155.2"	"116.611111111111"	"27.9094965916621"	"17.9146741051405"	"57.5"	"0.370975162088435"	"0.585899404211635"	"93"	"94"	"212"	"224"	"153"	"67"	"41"	"102"	"277"	"109"	"130"	"153"	"63"	"25"	"36"	"74"	"201"	"39"	"111"	"98"	"245"	"99"	"229"
"pfam04277"	"19.2"	"4.88888888888889"	"2.17715410570772"	"2.10801286239718"	"81"	"0.00569813086631862"	"0.0337194360931979"	"14"	"17"	"27"	"18"	"20"	"0"	"4"	"2"	"9"	"0"	"0"	"0"	"9"	"0"	"0"	"26"	"0"	"0"	"0"	"0"	"4"	"30"	"4"
"pfam04279"	"281.6"	"170.111111111111"	"10.8332820511607"	"18.9941320296918"	"81"	"0.00812891943802949"	"0.0418381863083424"	"263"	"277"	"283"	"322"	"263"	"172"	"55"	"301"	"243"	"145"	"168"	"178"	"118"	"56"	"84"	"144"	"246"	"143"	"87"	"158"	"250"	"170"	"344"
"pfam04280"	"256.6"	"168.944444444444"	"8.33426661440585"	"21.810753512263"	"74"	"0.0336041778479705"	"0.114692233228272"	"237"	"250"	"268"	"283"	"245"	"177"	"61"	"305"	"333"	"126"	"152"	"194"	"138"	"52"	"38"	"102"	"211"	"152"	"127"	"163"	"242"	"108"	"360"
"pfam04281"	"0"	"0.111111111111111"	"0"	"0.111111111111111"	"42.5"	"0.673289979659996"	"0.74521387741079"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"pfam04282"	"7"	"40.5"	"2.16794833886788"	"8.54448184120257"	"14"	"0.0228708305120975"	"0.0867492869461661"	"3"	"2"	"14"	"9"	"7"	"44"	"9"	"2"	"7"	"69"	"74"	"75"	"24"	"8"	"17"	"21"	"26"	"3"	"45"	"48"	"98"	"28"	"131"
"pfam04283"	"0"	"4.33333333333333"	"0"	"3.32548094708296"	"35"	"0.283973167200284"	"0.508251748501558"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"60"	"0"
"pfam04284"	"0"	"3.94444444444444"	"0"	"1.83551068960344"	"32.5"	"0.21539546112237"	"0.421149964808089"	"0"	"0"	"0"	"0"	"0"	"0"	"27"	"19"	"0"	"0"	"0"	"0"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"0"
"pfam04285"	"542.8"	"293.5"	"47.8637650002588"	"28.9946186127138"	"84"	"0.00172367678088502"	"0.0168677898820987"	"422"	"458"	"613"	"681"	"540"	"198"	"217"	"481"	"318"	"300"	"280"	"310"	"184"	"116"	"177"	"197"	"414"	"239"	"168"	"274"	"507"	"379"	"524"
"pfam04286"	"272.6"	"384.777777777778"	"22.364257197591"	"36.5408318084304"	"24"	"0.129632381348628"	"0.290586459789485"	"265"	"317"	"241"	"329"	"211"	"294"	"256"	"637"	"432"	"247"	"222"	"338"	"448"	"527"	"351"	"510"	"485"	"386"	"125"	"289"	"493"	"194"	"692"
"pfam04287"	"3"	"5.33333333333333"	"1.34164078649987"	"1.26542767060883"	"34"	"0.418001939904089"	"0.635927697512469"	"0"	"0"	"6"	"6"	"3"	"0"	"6"	"5"	"6"	"9"	"0"	"9"	"11"	"0"	"0"	"9"	"0"	"0"	"19"	"0"	"8"	"4"	"10"
"pfam04289"	"63.2"	"75.6111111111111"	"6.61362230551458"	"6.77323591527563"	"32"	"0.35006187800141"	"0.585899404211635"	"64"	"85"	"49"	"68"	"50"	"64"	"92"	"99"	"94"	"34"	"71"	"64"	"71"	"32"	"53"	"59"	"85"	"57"	"58"	"64"	"111"	"106"	"147"
"pfam04290"	"1130.6"	"455.277777777778"	"68.0364608133021"	"63.2218733119242"	"89"	"0.000118874260750691"	"0.00428785870832264"	"916"	"1183"	"1256"	"1266"	"1032"	"444"	"73"	"998"	"823"	"451"	"447"	"404"	"253"	"89"	"171"	"248"	"636"	"455"	"464"	"378"	"747"	"240"	"874"
"pfam04293"	"578"	"306.555555555556"	"40.4474968323134"	"30.9064815655167"	"86"	"0.000713245564504146"	"0.012159070287027"	"509"	"471"	"652"	"683"	"575"	"216"	"155"	"432"	"304"	"329"	"351"	"360"	"189"	"117"	"181"	"220"	"395"	"246"	"218"	"290"	"492"	"391"	"632"
"pfam04294"	"80.6"	"36.7777777777778"	"10.777754868246"	"12.1629877745946"	"81"	"0.00811320442395868"	"0.0418381863083424"	"114"	"80"	"62"	"93"	"54"	"15"	"66"	"230"	"21"	"16"	"3"	"13"	"19"	"30"	"18"	"34"	"34"	"25"	"3"	"11"	"20"	"72"	"32"
"pfam04295"	"832"	"512.166666666667"	"73.557460532566"	"53.4317260286923"	"82"	"0.00356622782252073"	"0.024920593618306"	"690"	"677"	"936"	"1060"	"797"	"464"	"257"	"660"	"471"	"570"	"646"	"507"	"255"	"218"	"204"	"508"	"601"	"393"	"565"	"433"	"889"	"483"	"1095"
"pfam04296"	"219.2"	"252.5"	"11.2178429299041"	"22.3691912896789"	"43"	"0.910957384622305"	"0.919984045243255"	"194"	"240"	"232"	"240"	"190"	"161"	"154"	"447"	"329"	"162"	"189"	"187"	"272"	"307"	"266"	"333"	"299"	"152"	"156"	"173"	"340"	"202"	"416"
"pfam04297"	"13.4"	"10.6666666666667"	"2.35796522451032"	"3.07530751956114"	"65.5"	"0.134098906584139"	"0.300057090073596"	"12"	"6"	"12"	"18"	"19"	"0"	"39"	"45"	"24"	"2"	"3"	"2"	"6"	"16"	"12"	"15"	"2"	"6"	"4"	"0"	"5"	"6"	"5"
"pfam04298"	"102.6"	"46.7777777777778"	"6.96132171358285"	"6.73763964195233"	"84"	"0.00410043964359286"	"0.0268210096476695"	"100"	"85"	"121"	"116"	"91"	"41"	"36"	"60"	"20"	"35"	"48"	"35"	"40"	"7"	"22"	"53"	"89"	"34"	"19"	"38"	"63"	"75"	"127"
"pfam04299"	"248.4"	"444.833333333333"	"10.1222527136997"	"45.6648954859043"	"9"	"0.00493328182115367"	"0.0302860302763339"	"260"	"245"	"221"	"280"	"236"	"323"	"276"	"800"	"465"	"308"	"348"	"334"	"498"	"560"	"403"	"596"	"614"	"313"	"128"	"324"	"662"	"240"	"815"
"pfam04303"	"175.2"	"345.833333333333"	"16.5632122488363"	"37.5898270551916"	"12.5"	"0.0170453246226548"	"0.0699268555661813"	"162"	"202"	"193"	"203"	"116"	"193"	"282"	"506"	"482"	"207"	"199"	"338"	"454"	"711"	"380"	"491"	"397"	"266"	"81"	"221"	"352"	"163"	"502"
"pfam04304"	"3"	"2.88888888888889"	"0.547722557505166"	"1.54219283843097"	"74"	"0.01566844557328"	"0.0654251639792332"	"2"	"3"	"5"	"2"	"3"	"0"	"0"	"17"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"21"
"pfam04305"	"122.4"	"79.9444444444444"	"16.566834338521"	"11.7572039443776"	"69"	"0.0796960079517244"	"0.205343394702143"	"99"	"94"	"155"	"170"	"94"	"55"	"18"	"30"	"125"	"81"	"135"	"84"	"37"	"29"	"30"	"51"	"97"	"40"	"78"	"83"	"184"	"107"	"175"
"pfam04306"	"69.8"	"13.6666666666667"	"13.5255314128503"	"6.63521995045"	"83"	"0.00500211259179111"	"0.0306220878594649"	"42"	"50"	"75"	"119"	"63"	"2"	"3"	"108"	"68"	"4"	"0"	"3"	"2"	"5"	"0"	"2"	"3"	"2"	"9"	"5"	"4"	"12"	"14"
"pfam04307"	"465.8"	"849.833333333333"	"69.1855476237632"	"104.804307213289"	"19"	"0.055395405509822"	"0.166742472332716"	"307"	"354"	"586"	"668"	"414"	"696"	"434"	"400"	"814"	"1124"	"1103"	"1006"	"573"	"319"	"558"	"640"	"957"	"241"	"1022"	"829"	"1568"	"997"	"2016"
"pfam04308"	"22.6"	"11.9444444444444"	"3.86781592116274"	"4.46516818749629"	"76"	"0.0221996106016936"	"0.0849015463970622"	"26"	"12"	"18"	"22"	"35"	"0"	"70"	"50"	"11"	"3"	"1"	"0"	"8"	"6"	"15"	"10"	"0"	"6"	"0"	"0"	"6"	"25"	"4"
"pfam04309"	"7.4"	"44.3333333333333"	"1.0295630140987"	"5.29644102975756"	"1"	"0.00117572714178605"	"0.0134886127578006"	"5"	"7"	"8"	"11"	"6"	"29"	"72"	"38"	"25"	"37"	"25"	"43"	"63"	"21"	"55"	"61"	"101"	"10"	"29"	"23"	"55"	"53"	"58"
"pfam04310"	"0.6"	"0.166666666666667"	"0.6"	"0.166666666666667"	"51.5"	"0.359942102475147"	"0.585899404211635"	"3"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam04311"	"186.8"	"208.944444444444"	"41.196359062422"	"28.7039739252162"	"44"	"0.97126214746352"	"1"	"280"	"287"	"149"	"138"	"80"	"277"	"102"	"236"	"234"	"222"	"150"	"256"	"151"	"65"	"116"	"161"	"267"	"193"	"112"	"262"	"379"	"28"	"550"
"pfam04312"	"0"	"11.1111111111111"	"0"	"3.36639378518331"	"15"	"0.0198239548286485"	"0.0771049840382288"	"0"	"0"	"0"	"0"	"0"	"0"	"40"	"0"	"9"	"0"	"0"	"2"	"19"	"8"	"13"	"12"	"0"	"0"	"24"	"5"	"19"	"48"	"1"
"pfam04313"	"37.8"	"186.722222222222"	"6.14328902136307"	"26.4280754797946"	"3.5"	"0.00223777097040164"	"0.0195703652371242"	"41"	"26"	"50"	"51"	"21"	"91"	"150"	"189"	"213"	"143"	"113"	"151"	"169"	"155"	"80"	"188"	"146"	"26"	"235"	"107"	"339"	"417"	"449"
"pfam04314"	"389.6"	"515.5"	"21.6900899029949"	"48.8052853936225"	"26"	"0.173556420696009"	"0.359134959559725"	"360"	"437"	"380"	"441"	"330"	"469"	"320"	"827"	"682"	"361"	"288"	"451"	"568"	"632"	"448"	"614"	"695"	"491"	"204"	"366"	"658"	"238"	"967"
"pfam04315"	"2.8"	"3.27777777777778"	"0.969535971483266"	"1.19586858404164"	"53.5"	"0.519312068099337"	"0.701644359339064"	"6"	"3"	"3"	"0"	"2"	"10"	"0"	"0"	"0"	"3"	"11"	"4"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"15"	"0"	"12"
"pfam04316"	"110.8"	"213.777777777778"	"23.3053641893878"	"35.3882809481851"	"21.5"	"0.0863924593028401"	"0.219721956910354"	"66"	"49"	"152"	"168"	"119"	"134"	"127"	"156"	"229"	"184"	"252"	"249"	"113"	"53"	"87"	"203"	"220"	"66"	"136"	"157"	"498"	"345"	"639"
"pfam04317"	"106.2"	"112.5"	"21.404205194307"	"13.2488129940623"	"42"	"0.856964545751731"	"0.880046402388635"	"155"	"156"	"93"	"79"	"48"	"157"	"28"	"170"	"144"	"125"	"102"	"139"	"84"	"43"	"70"	"100"	"123"	"111"	"66"	"127"	"203"	"14"	"219"
"pfam04319"	"4.8"	"28.2222222222222"	"0.734846922834953"	"5.15356057863086"	"5.5"	"0.00362534576523669"	"0.0249687931391507"	"7"	"6"	"4"	"3"	"4"	"32"	"7"	"16"	"16"	"18"	"20"	"30"	"41"	"0"	"10"	"11"	"69"	"29"	"23"	"21"	"28"	"86"	"51"
"pfam04320"	"0.4"	"0.777777777777778"	"0.4"	"0.375347817395065"	"42.5"	"0.836341440607546"	"0.869400329400097"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"
"pfam04321"	"1001.2"	"1270.38888888889"	"64.5619082741519"	"143.515004314274"	"29"	"0.247733102666157"	"0.467062673653491"	"942"	"902"	"1140"	"1170"	"852"	"1098"	"695"	"1279"	"1279"	"1370"	"1504"	"1370"	"777"	"532"	"611"	"1179"	"1330"	"619"	"1312"	"1125"	"2492"	"1388"	"2907"
