#taxpath	ASW-S_2.bins	ASW-S_4.bins	ASW-S_5.bins	ASW_1.bins	ASW_2.bins	ASW_3.bins	ASW_4.bins	ASW_5.bins	Control1.bins	Control2.bins	Control3.bins	Control4.bins	Control5.bins	Field1.bins	Field2.bins	Field3.bins	Field4.bins	Field5.bins	SO4_1.bins	SO4_2.bins	SO4_3.bins	SO4_4.bins	SO4_5.bins
root__Root	43756	50283	66539	48102	42402	59005	80927	60822	47239	45239	62622	53842	65281	84025	71894	65433	70486	73929	54526	94895	54598	74876	53687
