Genome	11521.5.209995.AACGGTC-TGACCGT.filter-METAGENOME.fastq.gz Mean	11521.4.209990.TGTACCG-ACGGTAC.filter-METAGENOME.fastq.gz Mean	11521.6.210000.AAGAGCC-TGGCTCT.filter-METAGENOME.fastq.gz Mean	11521.2.209980.TGGATCA-GTGATCC.filter-METAGENOME.fastq.gz Mean	11521.4.209990.GAAGTAC-GGTACTT.filter-METAGENOME.fastq.gz Mean	11521.2.209980.ACCTCTG-ACAGAGG.filter-METAGENOME.fastq.gz Mean	11521.3.209985.AGAAGCG-ACGCTTC.filter-METAGENOME.fastq.gz Mean	11521.4.209990.ATGCCTG-ACAGGCA.filter-METAGENOME.fastq.gz Mean	11521.1.209975.CGAACTG-ACAGTTC.filter-METAGENOME.fastq.gz Mean	11521.5.209995.CATACCA-GTGGTAT.filter-METAGENOME.fastq.gz Mean	11521.2.209980.TAACCGG-ACCGGTT.filter-METAGENOME.fastq.gz Mean	11521.5.209995.GTTCAAC-GGTTGAA.filter-METAGENOME.fastq.gz Mean	11521.1.209975.GGATACC-TGGTATC.filter-METAGENOME.fastq.gz Mean	11521.5.209995.TGCTTGG-ACCAAGC.filter-METAGENOME.fastq.gz Mean	11521.1.209975.CAGAGTG-ACACTCT.filter-METAGENOME.fastq.gz Mean	11521.3.209985.CTTGCTG-ACAGCAA.filter-METAGENOME.fastq.gz Mean	11521.3.209985.GCCATAA-GTTATGG.filter-METAGENOME.fastq.gz Mean	11521.2.209980.TTGTCGG-ACCGACA.filter-METAGENOME.fastq.gz Mean	11521.1.209975.TGGCATG-ACATGCC.filter-METAGENOME.fastq.gz Mean	11521.3.209985.GTCTAGG-ACCTAGA.filter-METAGENOME.fastq.gz Mean	11521.6.210000.ATGGTCC-TGGACCA.filter-METAGENOME.fastq.gz Mean	11521.6.210000.CCAAGCA-TTGCTTG.filter-METAGENOME.fastq.gz Mean	11521.4.209990.TATTCGC-GGCGAAT.filter-METAGENOME.fastq.gz Mean
Bin14	0.014394199	0.01107826	0.021785827	0.062372845	0.06990294	0.11855289	0.01361439	0.10899438	0.0282239	48.069263	0.032582562	0.059512902	0.027157493	0.16214122	0.029980704	0.26090482	0.90225524	0.0788885	0.08560592	0.023604253	0.08849583	0.132284	0.010004845
