Ga0187809_10000014_163,
Ga0187809_10000014_164,K02004
Ga0187809_10000014_165,K02003
Ga0187809_10000014_166,K00088
Ga0187809_10000014_167,
Ga0187809_10000014_168,K03651
Ga0187809_10000014_169,K00507
Ga0187809_10000014_170,K01556
Ga0187809_10000014_171,
Ga0187809_10000014_172,
Ga0187809_10000014_173,K15738
Ga0187809_10000014_174,K00919
Ga0187809_10000014_175,K02897
Ga0187809_10000014_176,K01056
Ga0187809_10000014_177,
Ga0187809_10000014_178,K00567
Ga0187809_10000014_179,K13529
Ga0187809_10000014_180,K01595
Ga0187809_10000014_181,
Ga0187809_10000014_182,K13018
Ga0187809_10000014_183,
Ga0187809_10000014_184,
Ga0187809_10000014_185,K01784
Ga0187809_10000014_186,K01790
Ga0187809_10000014_187,K13010
Ga0187809_10000014_188,
Ga0187809_10000014_189,
Ga0187809_10000044_1,
Ga0187809_10000044_2,
Ga0187809_10000044_3,
Ga0187809_10000044_4,K00459
Ga0187809_10000044_5,
Ga0187809_10000044_6,
Ga0187809_10000044_7,
Ga0187809_10000044_8,K07305
Ga0187809_10000044_9,K00435
Ga0187809_10000044_10,K00231
Ga0187809_10000044_11,K01599
Ga0187809_10000044_12,
Ga0187809_10000044_13,K03684
Ga0187809_10000044_14,K00632
Ga0187809_10000044_15,
Ga0187809_10000044_16,
Ga0187809_10000044_17,
Ga0187809_10000044_18,
Ga0187809_10000044_19,K01662
Ga0187809_10000044_20,
Ga0187809_10000044_21,K03499
Ga0187809_10000044_22,K03499
Ga0187809_10000044_23,
Ga0187809_10000044_24,
Ga0187809_10000044_25,K01520
Ga0187809_10000044_26,
Ga0187809_10000044_27,
Ga0187809_10000044_28,
Ga0187809_10000044_29,
Ga0187809_10000044_30,
Ga0187809_10000044_31,K01092
Ga0187809_10000044_32,K00886
Ga0187809_10000044_33,K03086
Ga0187809_10000044_34,K07177
Ga0187809_10000044_35,
Ga0187809_10000044_36,
Ga0187809_10000044_37,K07058
Ga0187809_10000044_38,
Ga0187809_10000044_39,
Ga0187809_10000044_40,
Ga0187809_10000044_41,
Ga0187809_10000044_42,K07560
Ga0187809_10000044_43,K03086
Ga0187809_10000044_44,K04477
Ga0187809_10000044_45,K01011
Ga0187809_10000044_46,K26252
Ga0187809_10000044_47,
Ga0187809_10000044_48,K02204
Ga0187809_10000044_49,
Ga0187809_10000044_50,K03574
Ga0187809_10000044_51,K09861
Ga0187809_10000044_52,
Ga0187809_10000044_53,
Ga0187809_10000044_54,
Ga0187809_10000044_55,K00001
Ga0187809_10000044_56,
Ga0187809_10000044_57,
Ga0187809_10000044_58,K14155
Ga0187809_10000044_59,
Ga0187809_10000044_60,K05995
Ga0187809_10000044_61,
Ga0187809_10000044_62,
Ga0187809_10000044_63,
Ga0187809_10000044_64,
Ga0187809_10000044_65,K03733
Ga0187809_10000044_66,
Ga0187809_10000044_67,
Ga0187809_10000044_68,
Ga0187809_10000044_69,K00525
Ga0187809_10000044_70,K07738
Ga0187809_10000044_71,
Ga0187809_10000044_72,K01356
Ga0187809_10000044_73,K03116
Ga0187809_10000044_74,K03665
Ga0187809_10000044_75,K01778
Ga0187809_10000044_76,K00791
Ga0187809_10000044_77,
Ga0187809_10000044_78,K06168
Ga0187809_10000044_79,K18682
Ga0187809_10000044_80,K03565
Ga0187809_10000044_81,K03553
Ga0187809_10000044_82,
Ga0187809_10000044_83,K22479
Ga0187809_10000044_84,K03724
Ga0187809_10000044_85,K05522
Ga0187809_10000044_86,
Ga0187809_10000044_87,
Ga0187809_10000044_88,
Ga0187809_10000044_89,K03743
Ga0187809_10000044_90,K00995
Ga0187809_10000044_91,K14441
Ga0187809_10000044_92,
Ga0187809_10000044_93,
Ga0187809_10000055_1,
Ga0187809_10000055_2,K09771
Ga0187809_10000055_3,
Ga0187809_10000055_4,
Ga0187809_10000055_5,
Ga0187809_10000055_6,
Ga0187809_10000055_7,K25148
Ga0187809_10000055_8,K25147
Ga0187809_10000055_9,
Ga0187809_10000055_10,K03406
Ga0187809_10000055_11,K02493
Ga0187809_10000055_12,K03298
Ga0187809_10000055_13,K00075
Ga0187809_10000055_14,
Ga0187809_10000055_15,
Ga0187809_10000055_16,
Ga0187809_10000055_17,K00826
Ga0187809_10000055_18,
Ga0187809_10000055_19,
Ga0187809_10000055_20,
Ga0187809_10000055_21,
Ga0187809_10000055_22,
Ga0187809_10000055_23,
Ga0187809_10000055_24,
Ga0187809_10000055_25,
Ga0187809_10000055_26,
Ga0187809_10000055_27,
Ga0187809_10000055_28,
Ga0187809_10000055_29,
Ga0187809_10000055_30,
Ga0187809_10000055_31,K00567
Ga0187809_10000055_32,K01990
Ga0187809_10000055_33,
Ga0187809_10000055_34,K00790
Ga0187809_10000055_35,
Ga0187809_10000055_36,K23775
Ga0187809_10000055_37,
Ga0187809_10000055_38,K00301
Ga0187809_10000055_39,
Ga0187809_10000055_40,K02613
Ga0187809_10000055_41,K02612
Ga0187809_10000055_42,K02611
Ga0187809_10000055_43,K02610
Ga0187809_10000055_44,K02609
Ga0187809_10000055_45,K02618
Ga0187809_10000055_46,
Ga0187809_10000055_47,K18286
Ga0187809_10000055_48,
Ga0187809_10000055_49,K09699
Ga0187809_10000055_50,K00167
Ga0187809_10000055_51,K00166
Ga0187809_10000055_52,
Ga0187809_10000055_53,
Ga0187809_10000055_54,K01835
Ga0187809_10000055_55,K07667
Ga0187809_10000055_56,K01805
Ga0187809_10000055_57,K00854
Ga0187809_10000055_58,
Ga0187809_10000055_59,
Ga0187809_10000055_60,K01752
Ga0187809_10000055_61,
Ga0187809_10000055_62,
Ga0187809_10000055_63,
Ga0187809_10000055_64,
Ga0187809_10000055_65,
Ga0187809_10000055_66,
Ga0187809_10000055_67,
Ga0187809_10000055_68,
Ga0187809_10000055_69,K22133
Ga0187809_10000055_70,
Ga0187809_10000055_71,K08097
Ga0187809_10000055_72,K06991
Ga0187809_10000055_73,
Ga0187809_10000055_74,
Ga0187809_10000055_75,
Ga0187809_10000055_76,
Ga0187809_10000055_77,
Ga0187809_10000055_78,
Ga0187809_10000056_1,
Ga0187809_10000056_2,K01918
Ga0187809_10000056_3,K00278
Ga0187809_10000056_4,K00767
Ga0187809_10000056_5,K03525
Ga0187809_10000056_6,
Ga0187809_10000056_7,K07693
Ga0187809_10000056_8,K07778
Ga0187809_10000056_9,K01992
Ga0187809_10000056_10,K01990
Ga0187809_10000056_11,K04567
Ga0187809_10000056_12,K26249
Ga0187809_10000056_13,K03696
Ga0187809_10000056_14,K01754
Ga0187809_10000056_15,K01704
Ga0187809_10000056_16,K01703
Ga0187809_10000056_17,K03575
Ga0187809_10000056_18,
Ga0187809_10000056_19,
Ga0187809_10000056_20,K03457
Ga0187809_10000056_21,
Ga0187809_10000056_22,
Ga0187809_10000056_23,
Ga0187809_10000056_24,K07067
Ga0187809_10000056_25,K04485
Ga0187809_10000056_26,
Ga0187809_10000056_27,K07736
Ga0187809_10000056_28,K00991
Ga0187809_10000056_29,K01770
Ga0187809_10000056_30,K01739
Ga0187809_10000056_31,K01883
Ga0187809_10000056_32,K03218
Ga0187809_10000056_33,K10112
Ga0187809_10000056_34,
Ga0187809_10000056_35,
Ga0187809_10000056_36,
Ga0187809_10000056_37,
Ga0187809_10000056_38,
Ga0187809_10000056_39,K09799
Ga0187809_10000056_40,K02346
Ga0187809_10000056_41,
Ga0187809_10000056_42,
Ga0187809_10000056_43,
Ga0187809_10000056_44,K00344
Ga0187809_10000056_45,
Ga0187809_10000056_46,K07010
Ga0187809_10000056_47,
Ga0187809_10000056_48,K01915
Ga0187809_10000056_49,
Ga0187809_10000056_50,
Ga0187809_10000056_51,
Ga0187809_10000056_52,K00865
Ga0187809_10000056_53,K05520
Ga0187809_10000056_54,
Ga0187809_10000056_55,
Ga0187809_10000056_56,
Ga0187809_10000056_57,
Ga0187809_10000056_58,
Ga0187809_10000056_59,
Ga0187809_10000056_60,
Ga0187809_10000056_61,K07090
Ga0187809_10000056_62,K03449
Ga0187809_10000056_63,K19265
Ga0187809_10000056_64,
Ga0187809_10000056_65,
Ga0187809_10000056_66,
Ga0187809_10000056_67,
Ga0187809_10000056_68,
Ga0187809_10000056_69,
Ga0187809_10000056_70,
Ga0187809_10000056_71,K01733
Ga0187809_10000056_72,K03704
Ga0187809_10000056_73,K01322
Ga0187809_10000056_74,K04077
Ga0187809_10000056_75,
Ga0187809_10000056_76,
Ga0187809_10000056_77,
Ga0187809_10000056_78,
Ga0187809_10000063_1,K21744
Ga0187809_10000063_2,K00232
Ga0187809_10000063_3,
Ga0187809_10000063_4,
Ga0187809_10000063_5,
Ga0187809_10000063_6,
Ga0187809_10000063_7,
Ga0187809_10000063_8,
Ga0187809_10000063_9,K02348
Ga0187809_10000063_10,K14731
Ga0187809_10000063_11,
Ga0187809_10000063_12,
Ga0187809_10000063_13,
Ga0187809_10000063_14,
Ga0187809_10000063_15,
Ga0187809_10000063_16,
Ga0187809_10000063_17,
Ga0187809_10000063_18,
Ga0187809_10000063_19,K00058
Ga0187809_10000063_20,
Ga0187809_10000063_21,
Ga0187809_10000063_22,
Ga0187809_10000063_23,K03088
Ga0187809_10000063_24,K03406
Ga0187809_10000063_25,
Ga0187809_10000063_26,K01104
Ga0187809_10000063_27,K01885
Ga0187809_10000063_28,
Ga0187809_10000063_29,
Ga0187809_10000063_30,K00432
Ga0187809_10000063_31,K09699
Ga0187809_10000063_32,K00167
Ga0187809_10000063_33,K00166
Ga0187809_10000063_34,
Ga0187809_10000063_35,
Ga0187809_10000063_36,
Ga0187809_10000063_37,
Ga0187809_10000063_38,
Ga0187809_10000063_39,
Ga0187809_10000063_40,
Ga0187809_10000063_41,
Ga0187809_10000063_42,
Ga0187809_10000063_43,
Ga0187809_10000063_44,
Ga0187809_10000063_45,K01596
Ga0187809_10000063_46,
Ga0187809_10000063_47,K03568
Ga0187809_10000063_48,
Ga0187809_10000063_49,K09167
Ga0187809_10000063_50,K08981
Ga0187809_10000063_51,
Ga0187809_10000063_52,K05350
Ga0187809_10000063_53,K00635
Ga0187809_10000063_54,K02548
Ga0187809_10000063_55,K03168
Ga0187809_10000063_56,
Ga0187809_10000063_57,
Ga0187809_10000063_58,K02052
Ga0187809_10000063_59,K02053
Ga0187809_10000063_60,K02054
Ga0187809_10000063_61,K02055
Ga0187809_10000063_62,
Ga0187809_10000063_63,K03297
Ga0187809_10000063_64,K03297
Ga0187809_10000063_65,K02566
Ga0187809_10000063_66,
Ga0187809_10000063_67,
Ga0187809_10000063_68,K08677
Ga0187809_10000063_69,
Ga0187809_10000066_1,
Ga0187809_10000066_2,
Ga0187809_10000066_3,
Ga0187809_10000066_4,K03299
Ga0187809_10000066_5,K00851
Ga0187809_10000066_6,
Ga0187809_10000066_7,K03885
Ga0187809_10000066_8,
Ga0187809_10000066_9,
Ga0187809_10000066_10,
Ga0187809_10000066_11,
Ga0187809_10000066_12,
Ga0187809_10000066_13,
Ga0187809_10000066_14,K04047
Ga0187809_10000066_15,
Ga0187809_10000066_16,K00134
Ga0187809_10000066_17,
Ga0187809_10000066_18,
Ga0187809_10000066_19,K00529
Ga0187809_10000066_20,
Ga0187809_10000066_21,K00344
Ga0187809_10000066_22,
Ga0187809_10000066_23,
Ga0187809_10000066_24,
Ga0187809_10000066_25,
Ga0187809_10000066_26,
Ga0187809_10000066_27,K02283
Ga0187809_10000066_28,
Ga0187809_10000066_29,K12511
Ga0187809_10000066_30,
Ga0187809_10000066_31,
Ga0187809_10000066_32,
Ga0187809_10000066_33,
Ga0187809_10000066_34,
Ga0187809_10000066_35,K04096
Ga0187809_10000066_36,
Ga0187809_10000066_37,
Ga0187809_10000066_38,
Ga0187809_10000066_39,
Ga0187809_10000066_40,
Ga0187809_10000066_41,
Ga0187809_10000066_42,
Ga0187809_10000066_43,
Ga0187809_10000066_44,K03111
Ga0187809_10000066_45,
Ga0187809_10000066_46,K04095
Ga0187809_10000066_47,K02654
Ga0187809_10000066_48,
Ga0187809_10000066_49,
Ga0187809_10000066_50,
Ga0187809_10000066_51,
Ga0187809_10000066_52,
Ga0187809_10000066_53,
Ga0187809_10000066_54,
Ga0187809_10000066_55,
Ga0187809_10000066_56,
Ga0187809_10000066_57,
Ga0187809_10000066_58,
Ga0187809_10000066_59,
Ga0187809_10000066_60,
Ga0187809_10000066_61,
Ga0187809_10000066_62,
Ga0187809_10000066_63,
Ga0187809_10000066_64,
Ga0187809_10000066_65,
Ga0187809_10000066_66,
Ga0187809_10000066_67,
Ga0187809_10000066_68,
Ga0187809_10000066_69,
Ga0187809_10000066_70,
Ga0187809_10000066_71,
Ga0187809_10000066_72,
Ga0187809_10000066_73,
Ga0187809_10000077_1,K06400
Ga0187809_10000077_2,
Ga0187809_10000077_3,K07493
Ga0187809_10000077_4,
Ga0187809_10000077_5,
Ga0187809_10000077_6,
Ga0187809_10000077_7,
Ga0187809_10000077_8,
Ga0187809_10000077_9,
Ga0187809_10000077_10,
Ga0187809_10000077_11,
Ga0187809_10000077_12,K00571
Ga0187809_10000077_13,
Ga0187809_10000077_14,
Ga0187809_10000077_15,
Ga0187809_10000077_16,
Ga0187809_10000077_17,
Ga0187809_10000077_18,
Ga0187809_10000077_19,
Ga0187809_10000077_20,
Ga0187809_10000077_21,
Ga0187809_10000077_22,
Ga0187809_10000077_23,
Ga0187809_10000077_24,
Ga0187809_10000077_25,
Ga0187809_10000077_26,
Ga0187809_10000077_27,
Ga0187809_10000077_28,
Ga0187809_10000077_29,
Ga0187809_10000077_30,
Ga0187809_10000077_31,
Ga0187809_10000077_32,
Ga0187809_10000077_33,K00134
Ga0187809_10000077_34,
Ga0187809_10000077_35,
Ga0187809_10000077_36,
Ga0187809_10000077_37,K02529
Ga0187809_10000077_38,
Ga0187809_10000077_39,
Ga0187809_10000077_40,
Ga0187809_10000077_41,K01222
Ga0187809_10000077_42,K13639
Ga0187809_10000077_43,
Ga0187809_10000077_44,K07568
Ga0187809_10000077_45,K25026
Ga0187809_10000077_46,K01087
Ga0187809_10000077_47,K01990
Ga0187809_10000077_48,K01992
Ga0187809_10000077_49,K01616
Ga0187809_10000077_50,
Ga0187809_10000077_51,
Ga0187809_10000077_52,
Ga0187809_10000077_53,
Ga0187809_10000077_54,K00027
Ga0187809_10000077_55,
Ga0187809_10000077_56,K00518
Ga0187809_10000077_57,
Ga0187809_10000077_58,K04757
Ga0187809_10000077_59,K03090
Ga0187809_10000077_60,
Ga0187809_10000077_61,
Ga0187809_10000077_62,K18955
Ga0187809_10000077_63,K00936
Ga0187809_10000077_64,K07106
Ga0187809_10000077_65,K00820
Ga0187809_10000077_66,K24969
Ga0187809_10000077_67,
Ga0187809_10000077_68,K03307
Ga0187809_10000077_69,
Ga0187809_10000077_70,K03088
Ga0187809_10000077_71,
Ga0187809_10000077_72,
Ga0187809_10000077_73,K14761
Ga0187809_10000077_74,K03976
Ga0187809_10000077_75,K01895
Ga0187809_10000077_76,K07020
Ga0187809_10000077_77,
Ga0187809_10000077_78,
Ga0187809_10000077_79,
Ga0187809_10000077_80,K00800
Ga0187809_10000077_81,K06949
Ga0187809_10000077_82,
Ga0187809_10000077_83,
Ga0187809_10000077_84,K05602
Ga0187809_10000079_1,
Ga0187809_10000079_2,
Ga0187809_10000079_3,
Ga0187809_10000079_4,
Ga0187809_10000079_5,K01945
Ga0187809_10000079_6,
Ga0187809_10000079_7,K01756
Ga0187809_10000079_8,
Ga0187809_10000079_9,
Ga0187809_10000079_10,
Ga0187809_10000079_11,K01923
Ga0187809_10000079_12,
Ga0187809_10000079_13,K23264
Ga0187809_10000079_14,K23265
Ga0187809_10000079_15,K23269
Ga0187809_10000079_16,
Ga0187809_10000079_17,K00764
Ga0187809_10000079_18,K01933
Ga0187809_10000079_19,
Ga0187809_10000079_20,
Ga0187809_10000079_21,K00666
Ga0187809_10000079_22,
Ga0187809_10000079_23,
Ga0187809_10000079_24,K23775
Ga0187809_10000079_25,K04063
Ga0187809_10000079_26,K01796
Ga0187809_10000079_27,K01782
Ga0187809_10000079_28,K00626
Ga0187809_10000079_29,
Ga0187809_10000079_30,
Ga0187809_10000079_31,K01468
Ga0187809_10000079_32,K07100
Ga0187809_10000079_33,
Ga0187809_10000079_34,
Ga0187809_10000079_35,
Ga0187809_10000079_36,K18554
Ga0187809_10000079_37,
Ga0187809_10000079_38,
Ga0187809_10000079_39,
Ga0187809_10000079_40,K01712
Ga0187809_10000079_41,K01745
Ga0187809_10000079_42,K05847
Ga0187809_10000079_43,K05846
Ga0187809_10000079_44,K05846
Ga0187809_10000079_45,K05845
Ga0187809_10000079_46,K06016
Ga0187809_10000079_47,
Ga0187809_10000079_48,K03333
Ga0187809_10000079_49,
Ga0187809_10000079_50,
Ga0187809_10000079_51,
Ga0187809_10000079_52,
Ga0187809_10000079_53,
Ga0187809_10000079_54,
Ga0187809_10000079_55,K15521
Ga0187809_10000079_56,
Ga0187809_10000079_57,
Ga0187809_10000079_58,K01834
Ga0187809_10000079_59,K02039
Ga0187809_10000079_60,K07768
Ga0187809_10000079_61,K07776
Ga0187809_10000079_62,
Ga0187809_10000079_63,K01524
Ga0187809_10000079_64,K00286
Ga0187809_10000079_65,
Ga0187809_10000079_66,
Ga0187809_10000079_67,K01784
Ga0187809_10000079_68,
Ga0187809_10000079_69,
Ga0187809_10000079_70,
Ga0187809_10000087_1,
Ga0187809_10000087_2,
Ga0187809_10000087_3,
Ga0187809_10000087_4,
Ga0187809_10000087_5,
Ga0187809_10000087_6,K01548
Ga0187809_10000087_7,K01547
Ga0187809_10000087_8,K01546
Ga0187809_10000087_9,
Ga0187809_10000087_10,
Ga0187809_10000087_11,K07646
Ga0187809_10000087_12,
Ga0187809_10000087_13,
Ga0187809_10000087_14,
Ga0187809_10000087_15,
Ga0187809_10000087_16,
Ga0187809_10000087_17,
Ga0187809_10000087_18,
Ga0187809_10000087_19,
Ga0187809_10000087_20,
Ga0187809_10000087_21,
Ga0187809_10000087_22,
Ga0187809_10000087_23,
Ga0187809_10000087_24,
Ga0187809_10000087_25,K23541
Ga0187809_10000087_26,
Ga0187809_10000087_27,
Ga0187809_10000087_28,
Ga0187809_10000087_29,
Ga0187809_10000087_30,
Ga0187809_10000087_31,
Ga0187809_10000087_32,
Ga0187809_10000087_33,
Ga0187809_10000087_34,
Ga0187809_10000087_35,K00124
Ga0187809_10000087_36,K00123
Ga0187809_10000087_37,
Ga0187809_10000087_38,K02274
Ga0187809_10000087_39,K03891
Ga0187809_10000087_40,
Ga0187809_10000087_41,K02026
Ga0187809_10000087_42,K02025
Ga0187809_10000087_43,K02027
Ga0187809_10000087_44,
Ga0187809_10000087_45,
Ga0187809_10000087_46,
Ga0187809_10000087_47,
Ga0187809_10000087_48,
Ga0187809_10000087_49,
Ga0187809_10000087_50,
Ga0187809_10000087_51,K03781
Ga0187809_10000087_52,K01784
Ga0187809_10000087_53,
Ga0187809_10000087_54,K00170
Ga0187809_10000087_55,K00169
Ga0187809_10000087_56,K00172
Ga0187809_10000087_57,K00059
Ga0187809_10000087_58,
Ga0187809_10000087_59,
Ga0187809_10000087_60,
Ga0187809_10000087_61,
Ga0187809_10000087_62,K03436
Ga0187809_10000099_1,
Ga0187809_10000099_2,K02032
Ga0187809_10000099_3,
Ga0187809_10000099_4,K15582
Ga0187809_10000099_5,
Ga0187809_10000099_6,K15580
Ga0187809_10000099_7,
Ga0187809_10000099_8,
Ga0187809_10000099_9,K01714
Ga0187809_10000099_10,K19802
Ga0187809_10000099_11,
Ga0187809_10000099_12,K01197
Ga0187809_10000099_13,K07045
Ga0187809_10000099_14,
Ga0187809_10000099_15,
Ga0187809_10000099_16,
Ga0187809_10000099_17,K13010
Ga0187809_10000099_18,
Ga0187809_10000099_19,
Ga0187809_10000099_20,
Ga0187809_10000099_21,K00477
Ga0187809_10000099_22,
Ga0187809_10000099_23,
Ga0187809_10000099_24,
Ga0187809_10000099_25,K07407
Ga0187809_10000099_26,
Ga0187809_10000099_27,
Ga0187809_10000099_28,K01897
Ga0187809_10000099_29,
Ga0187809_10000099_30,K01183
Ga0187809_10000099_31,
Ga0187809_10000099_32,K01443
Ga0187809_10000099_33,K17331
Ga0187809_10000099_34,K17330
Ga0187809_10000099_35,K17329
Ga0187809_10000099_36,
Ga0187809_10000099_37,K01207
Ga0187809_10000099_38,K24969
Ga0187809_10000099_39,
Ga0187809_10000099_40,K02614
Ga0187809_10000099_41,
Ga0187809_10000099_42,
Ga0187809_10000099_43,
Ga0187809_10000099_44,
Ga0187809_10000099_45,K12132
Ga0187809_10000099_46,K05364
Ga0187809_10000099_47,
Ga0187809_10000099_48,K20074
Ga0187809_10000099_49,
Ga0187809_10000099_50,
Ga0187809_10000100_1,
Ga0187809_10000100_2,
Ga0187809_10000100_3,K01488
Ga0187809_10000100_4,
Ga0187809_10000100_5,K01262
Ga0187809_10000100_6,
Ga0187809_10000100_7,
Ga0187809_10000100_8,K18455
Ga0187809_10000100_9,K03624
Ga0187809_10000100_10,
Ga0187809_10000100_11,K03405
Ga0187809_10000100_12,
Ga0187809_10000100_13,K03530
Ga0187809_10000100_14,
Ga0187809_10000100_15,
Ga0187809_10000100_16,K04768
Ga0187809_10000100_17,
Ga0187809_10000100_18,
Ga0187809_10000100_19,K00239
Ga0187809_10000100_20,K00240
Ga0187809_10000100_21,
Ga0187809_10000100_22,
Ga0187809_10000100_23,
Ga0187809_10000100_24,K03924
Ga0187809_10000100_25,
Ga0187809_10000100_26,
Ga0187809_10000100_27,K01739
Ga0187809_10000100_28,K01697
Ga0187809_10000100_29,
Ga0187809_10000100_30,K00626
Ga0187809_10000100_31,
Ga0187809_10000100_32,K01897
Ga0187809_10000100_33,
Ga0187809_10000100_34,
Ga0187809_10000100_35,K01524
Ga0187809_10000100_36,K09009
Ga0187809_10000100_37,
Ga0187809_10000100_38,K01689
Ga0187809_10000100_39,
Ga0187809_10000100_40,
Ga0187809_10000100_41,
Ga0187809_10000100_42,
Ga0187809_10000100_43,
Ga0187809_10000100_44,K01426
Ga0187809_10000100_45,
Ga0187809_10000100_46,K03723
Ga0187809_10000100_47,
Ga0187809_10000100_48,
Ga0187809_10000100_49,
Ga0187809_10000100_50,
Ga0187809_10000100_51,
Ga0187809_10000100_52,
Ga0187809_10000100_53,
Ga0187809_10000100_54,
Ga0187809_10000100_55,
Ga0187809_10000100_56,
Ga0187809_10000100_57,
Ga0187809_10000104_1,
Ga0187809_10000104_2,
Ga0187809_10000104_3,
Ga0187809_10000104_4,K22468
Ga0187809_10000104_5,
Ga0187809_10000104_6,K03596
Ga0187809_10000104_7,
Ga0187809_10000104_8,K02968
