Sequence_ID	sample_name
ASV_14837	Field_10_D1
ASV_14838	Field_10_D1
ASV_14843	Field_36_D1
ASV_14876	Field_36_D1
ASV_14878	Field_10_D1
ASV_14880	Field_46_D1
ASV_14881	Field_36_D1
ASV_14883	Field_46_D1
ASV_14884	Field_10_D1
ASV_14886	Field_10_D1
ASV_14891	Field_10_D1
ASV_14892	Field_10_D1
ASV_149	Field_10_D1
ASV_1490	Field_10_D1
ASV_14925	Field_46_D2
ASV_14926	Field_36_D1
ASV_14927	Field_19_D1
ASV_14929	Field_19_D1
ASV_14930	Field_10_D1
ASV_14932	Field_10_D1
ASV_14933	Field_10_D1
ASV_14934	Field_10_D1
ASV_14935	Field_46_D1
ASV_14937	Field_10_D1
ASV_14965	Field_10_D1
ASV_14967	Field_10_D1
ASV_14968	Field_10_D1
ASV_1497	Field_10_D1
ASV_14971	Field_10_D1
ASV_14973	Field_19_D1
ASV_14975	Field_10_D1
ASV_15003	Field_10_D1
ASV_15005	Field_19_D1
ASV_15007	Field_36_D2
ASV_15008	Field_19_D1
ASV_15023	Field_19_D1
ASV_15026	Field_10_D1
ASV_15027	+ASW_5_D1
ASV_15028	Field_10_D1
ASV_15030	Field_10_D2
ASV_15052	Field_46_D1
ASV_15053	Field_19_D1
ASV_15055	Field_10_D1
ASV_15056	Field_10_D1
ASV_15057	Field_10_D1
ASV_15058	Field_10_D1
ASV_15059	Field_10_D1
ASV_15060	Field_10_D1
ASV_15094	Field_36_D1
ASV_15095	Field_19_D1
ASV_15096	Field_10_D1
ASV_15097	Field_19_D1
ASV_15098	Field_10_D1
ASV_15099	Field_10_D1
ASV_15100	Field_10_D1
ASV_15102	Field_10_D1
ASV_15105	Field_10_D1
ASV_1512	Field_10_D1
ASV_15131	Field_19_D1
ASV_15135	Field_19_D1
ASV_15136	Field_10_D1
ASV_15137	Field_10_D1
ASV_15138	Field_10_D1
ASV_15139	Field_10_D1
ASV_15140	Field_10_D1
ASV_15141	Field_36_D1
ASV_15142	Field_10_D1
ASV_15143	Field_10_D1
ASV_1516	Field_36_D1
ASV_15172	Field_10_D1
ASV_15173	Field_10_D1
ASV_15174	Field_10_D1
ASV_15177	Field_10_D1
ASV_15178	Field_10_D1
ASV_15179	Field_10_D1
ASV_15180	Field_10_D1
ASV_15181	Field_10_D1
ASV_15183	Field_10_D1
ASV_15186	Field_10_D1
ASV_15187	+ASW_5_D1
ASV_15190	Field_43_D1
ASV_15192	Field_19_D1
ASV_152	Field_10_D1
ASV_1521	Field_10_D1
ASV_15220	Field_36_D1
ASV_15222	Field_10_D1
ASV_15225	Field_10_D1
ASV_15228	+ASW_5_D1
ASV_15229	Field_10_D1
ASV_1523	Field_10_D1
ASV_15231	Field_36_D2
ASV_15233	Field_36_D1
ASV_1525	Field_10_D1
ASV_15276	Field_43_D1
ASV_15278	Field_10_D1
ASV_15280	Field_19_D1
ASV_15281	Field_19_D1
ASV_15282	Field_19_D1
ASV_15283	Field_10_D1
ASV_15284	Field_10_D1
ASV_15286	Field_10_D1
ASV_15287	Field_10_D1
ASV_1530	Field_10_D1
ASV_1531	Field_10_D1
ASV_15315	Field_10_D1
ASV_15316	Field_10_D1
ASV_15317	Field_10_D1
ASV_15318	+ASW_3_D1
ASV_15324	Field_10_D1
ASV_15326	Field_46_D1
ASV_15331	Field_36_D1
ASV_15332	Field_36_D1
ASV_1535	Field_10_D2
ASV_1536	+ASW_3_D1
ASV_15361	Field_10_D1
ASV_15366	Field_10_D1
ASV_15368	Field_10_D1
ASV_15369	Field_10_D1
ASV_15370	Field_10_D1
ASV_15396	Field_43_D1
ASV_15397	Field_10_D1
ASV_15399	Field_19_D1
ASV_154	Field_36_D1
ASV_1540	Field_10_D1
ASV_15400	Field_10_D1
ASV_15402	Field_10_D1
ASV_15403	Field_36_D1
ASV_15404	Field_10_D1
ASV_15436	Field_10_D1
ASV_15437	Field_10_D1
ASV_15438	Field_10_D1
ASV_15440	Field_10_D1
ASV_15441	Field_10_D1
ASV_15442	Field_10_D1
ASV_15443	Field_10_D1
ASV_15444	+ASW_4_D1
ASV_15445	Field_10_D1
ASV_15479	Field_10_D1
ASV_15481	+ASW-SO4_1_D1
ASV_15484	Field_10_D1
ASV_15485	Field_10_D1
ASV_15488	Field_10_D1
ASV_15491	Field_19_D1
ASV_155	Field_10_D1
ASV_15516	Field_46_D1
ASV_15517	Field_43_D1
ASV_1552	Field_10_D1
ASV_15521	Field_10_D1
ASV_15522	Field_10_D1
ASV_15523	Field_10_D1
ASV_15527	+ASW_4_D1
ASV_15528	Field_43_D2
ASV_1553	Field_10_D1
ASV_15530	Field_19_D1
ASV_15534	Field_10_D1
ASV_15535	Field_19_D1
ASV_15537	Field_19_D1
ASV_1555	Field_10_D1
ASV_15564	Field_10_D1
ASV_15565	+ASW-SO4_3_D2
ASV_15566	Field_10_D1
ASV_15568	Field_10_D1
ASV_15569	Field_19_D1
ASV_1557	Field_10_D1
ASV_15572	Field_10_D1
ASV_15573	Field_36_D1
ASV_1558	Field_46_D1
ASV_156	Field_10_D1
ASV_15606	Field_10_D1
ASV_15607	Field_19_D1
ASV_15608	Field_10_D1
ASV_15609	Field_10_D1
ASV_15610	Field_10_D1
ASV_15613	Field_43_D1
ASV_1564	Field_10_D1
ASV_15650	Field_10_D1
ASV_1567	Field_36_D1
ASV_15679	Field_10_D1
ASV_15682	Field_19_D1
ASV_15684	Field_10_D1
ASV_15685	Field_10_D1
ASV_15688	Field_10_D1
ASV_15729	Field_10_D1
ASV_15730	Field_10_D1
ASV_15731	Field_19_D1
ASV_15733	+ASW_1_D2
ASV_15734	Field_19_D1
ASV_1574	Field_10_D1
ASV_15770	Field_10_D1
ASV_15771	Field_36_D1
ASV_15776	Field_10_D1
ASV_15777	Field_19_D1
ASV_15778	Field_46_D1
ASV_15779	Field_10_D1
ASV_15781	Field_10_D1
ASV_1580	Field_10_D1
ASV_15810	Field_19_D1
ASV_15812	Field_10_D1
ASV_15813	Field_46_D1
ASV_15815	Field_10_D1
ASV_15816	+ASW_5_D1
ASV_15817	Field_10_D1
ASV_15818	Field_10_D1
ASV_15819	Field_10_D1
ASV_15821	Field_19_D1
ASV_15822	Field_19_D1
ASV_15823	Field_10_D1
ASV_15824	Field_10_D1
ASV_1583	Field_19_D1
ASV_15868	Field_10_D1
ASV_15869	Field_10_D1
ASV_15870	Field_36_D1
ASV_15871	Field_10_D1
ASV_15876	Field_43_D2
ASV_159	Field_10_D1
ASV_1590	Field_10_D1
ASV_15901	Field_10_D1
ASV_15903	Field_10_D1
ASV_15904	Field_10_D1
ASV_15906	Field_10_D1
ASV_15909	Field_10_D1
ASV_15910	Field_10_D1
ASV_1594	Field_10_D1
ASV_15945	Field_10_D1
ASV_15948	Field_10_D1
ASV_15949	Field_19_D2
ASV_15951	Field_10_D1
ASV_15952	Field_19_D1
ASV_15953	Field_10_D1
ASV_15954	Field_10_D2
ASV_15955	Field_10_D1
ASV_15956	Field_10_D1
ASV_15957	Field_19_D1
ASV_15959	Field_10_D1
ASV_15991	Field_10_D1
ASV_15996	Field_19_D1
ASV_15997	Field_10_D1
ASV_15998	Field_10_D1
ASV_16	Field_36_D1
ASV_1600	Field_10_D1
ASV_16000	Field_46_D1
ASV_16029	Field_10_D1
ASV_16032	Field_10_D1
ASV_16033	Field_46_D2
ASV_16035	Field_10_D1
ASV_16037	Field_19_D1
ASV_1606	Field_10_D1
ASV_16067	Field_43_D1
ASV_16068	Field_19_D1
ASV_16070	Field_10_D1
ASV_16072	Field_10_D1
ASV_16075	Field_10_D1
ASV_1609	Field_10_D1
ASV_16117	Field_10_D1
ASV_16118	Field_10_D1
ASV_16119	Field_19_D1
ASV_1614	Field_10_D1
ASV_16151	Field_19_D1
ASV_16154	Field_19_D1
ASV_16155	Field_10_D1
ASV_16157	Field_10_D1
ASV_16158	Field_19_D1
ASV_16159	Field_10_D1
ASV_1616	+ASW-SO4_1_D1
ASV_16161	Field_19_D1
ASV_16163	Field_46_D1
ASV_16165	Field_46_D1
ASV_16167	Field_10_D1
ASV_1618	Field_10_D1
ASV_16203	Field_10_D1
ASV_16207	+ASW_3_D1
ASV_16208	+ASW_3_D1
ASV_16209	Field_10_D1
ASV_16210	Field_10_D1
ASV_16211	Field_10_D1
ASV_16214	Field_10_D1
ASV_16215	Field_10_D1
ASV_16216	Field_19_D1
ASV_16219	Field_19_D1
ASV_16220	Field_10_D1
ASV_16221	Field_10_D1
ASV_16222	Field_10_D1
ASV_16224	Field_46_D1
ASV_16228	Field_36_D2
ASV_1623	Field_10_D1
ASV_1625	Field_10_D1
ASV_1626	Field_36_D1
ASV_16263	Field_10_D1
ASV_16264	Field_10_D1
ASV_16266	Field_10_D1
ASV_1629	Field_36_D1
ASV_163	+ASW-SO4_5_D1
ASV_16301	Field_19_D1
ASV_16304	Field_10_D2
ASV_16306	Field_10_D1
ASV_16307	Field_43_D1
ASV_16308	Field_46_D1
ASV_16335	Field_10_D1
ASV_16336	Field_46_D1
ASV_16338	Field_10_D1
ASV_16341	Field_19_D1
ASV_1635	Field_43_D2
ASV_16374	Field_10_D1
ASV_16375	+ASW_1_D2
ASV_16376	Field_10_D1
ASV_16377	Field_10_D1
ASV_16378	Field_10_D1
ASV_1638	Field_10_D1
ASV_16380	Field_10_D1
ASV_16382	Field_10_D1
ASV_16383	Field_36_D1
ASV_16384	+ASW_3_D1
ASV_1640	Field_10_D1
ASV_16418	Field_10_D1
ASV_16419	+ASW-SO4_4_D1
ASV_16421	Field_10_D1
ASV_16422	Field_10_D1
ASV_16423	Field_43_D1
ASV_16425	Field_10_D1
ASV_16427	Field_10_D1
ASV_16428	Field_10_D1
ASV_1643	Field_10_D1
ASV_16430	Field_10_D1
ASV_1645	Field_43_D1
ASV_1646	Field_36_D1
ASV_16460	Field_43_D1
ASV_16464	Field_10_D1
ASV_16465	Field_10_D1
ASV_16467	+ASW_3_D1
ASV_16472	Field_36_D1
ASV_16506	Field_36_D1
ASV_16508	Field_10_D2
ASV_16509	Field_10_D1
ASV_16510	Field_19_D1
ASV_16512	Field_10_D1
ASV_16543	Field_10_D1
ASV_16544	Field_19_D1
ASV_16545	Field_10_D1
ASV_16547	Field_10_D1
ASV_1657	Field_19_D1
ASV_16589	+ASW_3_D1
ASV_1659	Field_10_D1
ASV_16591	Field_10_D1
ASV_16592	Field_43_D1
ASV_16593	Field_36_D2
ASV_16594	Control_3_D2
ASV_16595	Field_10_D1
ASV_16596	Field_10_D1
ASV_16597	Field_46_D1
ASV_16598	+ASW_3_D1
ASV_16601	Field_19_D1
ASV_1661	Field_19_D1
ASV_16618	Field_10_D1
ASV_16619	Field_46_D1
ASV_16620	Field_10_D1
ASV_16622	+ASW-SO4_4_D1
ASV_16623	Field_46_D1
ASV_16624	Field_19_D1
ASV_16628	Field_10_D1
ASV_16629	Field_10_D1
ASV_16632	Field_10_D1
ASV_16633	Field_19_D1
ASV_16635	Field_10_D1
ASV_1665	Field_10_D1
ASV_16664	Field_10_D1
ASV_16665	Field_10_D1
ASV_16666	Field_10_D1
ASV_16667	Field_10_D1
ASV_16669	Field_36_D1
ASV_16670	Field_10_D1
ASV_16672	Field_10_D1
ASV_16675	Field_10_D2
ASV_1669	Field_46_D1
ASV_1670	Field_19_D1
ASV_16706	Field_19_D1
ASV_16707	+ASW_3_D1
ASV_16708	Field_36_D1
ASV_16709	+ASW_3_D1
ASV_16710	Field_10_D1
ASV_16711	Field_36_D1
ASV_16713	Field_19_D1
ASV_16714	Field_10_D1
ASV_16715	Field_46_D1
ASV_16717	Field_10_D1
ASV_16719	Field_19_D1
ASV_1673	Field_10_D1
ASV_1674	Field_10_D1
ASV_16755	Field_10_D1
ASV_16756	Field_10_D1
ASV_16757	Field_10_D1
ASV_16759	Field_19_D1
ASV_16761	Field_10_D1
ASV_16762	Field_19_D1
ASV_16763	Field_10_D1
ASV_16764	Field_19_D1
ASV_16766	Field_10_D1
ASV_16768	Field_36_D1
ASV_1679	Field_10_D1
ASV_168	Field_10_D2
ASV_16805	Field_10_D1
ASV_16807	Field_10_D1
ASV_16811	Field_10_D1
ASV_16814	Field_19_D1
ASV_1684	Field_10_D1
ASV_16857	Field_43_D1
ASV_16858	Field_10_D1
ASV_16860	Field_43_D1
ASV_16861	Field_10_D1
ASV_16862	Field_43_D1
ASV_16863	Field_10_D1
ASV_16864	Field_10_D1
ASV_16865	Field_43_D1
ASV_16866	Field_43_D1
ASV_16867	Field_36_D2
ASV_16870	Field_19_D1
ASV_16909	Field_10_D1
ASV_16911	+ASW_4_D1
ASV_16912	Field_10_D1
ASV_16914	Field_43_D2
ASV_1692	Field_10_D1
ASV_16957	Field_19_D1
ASV_16958	Field_19_D1
ASV_16959	+SO4_5B_D2
ASV_1699	Field_10_D1
ASV_16994	Field_10_D1
ASV_16996	Field_10_D1
ASV_16997	Field_10_D1
ASV_16999	Field_43_D1
ASV_17000	Field_10_D1
ASV_17001	Field_19_D1
ASV_1701	Field_10_D1
ASV_1702	Field_10_D1
ASV_17049	Field_10_D1
ASV_17050	Field_10_D1
ASV_17051	Field_19_D1
ASV_17052	Field_10_D1
ASV_17053	Field_19_D1
ASV_17054	Field_10_D1
ASV_17055	Field_10_D1
ASV_17059	+ASW_3_D1
ASV_1708	Field_19_D1
ASV_17089	+ASW_3_D1
ASV_1709	Field_10_D1
ASV_17092	Field_36_D1
ASV_17093	Field_10_D1
ASV_17094	Field_10_D1
ASV_17095	Field_10_D1
ASV_17096	Field_10_D1
ASV_17097	Field_10_D1
ASV_171	Field_36_D1
ASV_1711	+ASW_3_D1
ASV_1712	Field_46_D1
ASV_17122	Field_19_D1
ASV_17123	Field_19_D1
ASV_17124	Field_43_D1
ASV_17127	Field_10_D1
ASV_17129	Field_36_D2
ASV_1713	Field_10_D1
ASV_17132	Field_10_D1
ASV_17133	Field_10_D1
ASV_17134	Field_43_D2
ASV_17135	Field_10_D1
ASV_17137	Field_10_D1
ASV_17166	Field_19_D1
ASV_17169	Field_10_D1
ASV_17171	Field_36_D2
ASV_17172	Field_10_D1
ASV_17173	Field_10_D1
ASV_1719	Field_10_D1
ASV_172	Field_10_D1
ASV_17204	Field_19_D1
ASV_1721	Field_10_D1
ASV_17211	Field_19_D1
ASV_17212	+ASW_4_D1
ASV_17214	Field_19_D1
ASV_17216	Field_19_D1
ASV_17218	Field_10_D1
ASV_17220	Field_10_D1
ASV_17221	Field_10_D1
ASV_17226	Field_19_D1
ASV_17251	Field_10_D1
ASV_17253	Field_10_D1
ASV_17256	Field_46_D1
ASV_17258	Field_10_D1
ASV_17259	Field_36_D2
ASV_1726	Field_46_D1
ASV_17260	Field_10_D1
ASV_17264	Field_19_D1
ASV_17308	Field_10_D1
ASV_17310	Field_10_D1
ASV_17312	Field_43_D1
ASV_17313	Field_10_D1
ASV_1733	Field_10_D1
ASV_1734	Field_10_D1
ASV_1735	Field_10_D1
ASV_17352	Field_19_D1
ASV_17357	Field_10_D1
ASV_17358	Field_10_D1
ASV_17362	Field_10_D1
ASV_17364	Field_36_D2
ASV_17365	Field_10_D1
ASV_1737	Field_10_D1
ASV_1738	Field_10_D1
ASV_1739	Field_10_D1
ASV_17410	Field_19_D2
ASV_17412	Field_43_D1
ASV_17415	Field_10_D1
ASV_17416	Field_10_D1
ASV_17417	Field_10_D1
ASV_17420	Field_19_D1
ASV_1745	+ASW_3_D1
ASV_17456	+SO4_3_D1
ASV_17459	Field_10_D1
ASV_1746	Field_10_D1
ASV_17460	Field_10_D2
ASV_17461	Field_10_D1
ASV_17462	Field_43_D1
ASV_17464	Field_10_D1
ASV_17465	Field_10_D1
ASV_17466	Field_10_D1
ASV_17467	Field_10_D1
ASV_17468	Field_10_D1
ASV_17469	Field_10_D1
ASV_17471	Field_10_D1
ASV_17474	Field_19_D1
ASV_17476	Field_19_D1
ASV_175	Field_10_D2
ASV_1750	Field_19_D1
ASV_17508	Field_46_D1
ASV_1751	Field_10_D1
ASV_17514	Field_10_D1
ASV_17515	Field_10_D1
ASV_17517	Field_36_D1
ASV_17519	Field_43_D2
ASV_17522	Field_43_D1
ASV_17525	Field_19_D2
ASV_17563	Field_10_D1
ASV_17564	Field_10_D1
ASV_17565	Field_19_D1
ASV_17566	Field_10_D1
ASV_17567	+ASW_3_D1
ASV_17568	Field_10_D1
ASV_17571	Field_10_D1
ASV_1758	Field_10_D1
ASV_176	Field_10_D1
ASV_17606	Field_36_D1
ASV_17607	Field_10_D1
ASV_17608	Field_10_D1
ASV_1761	Field_36_D1
ASV_17610	Field_10_D1
ASV_17612	Field_10_D1
ASV_17615	Field_10_D1
ASV_17651	Field_10_D1
ASV_17654	Field_43_D1
ASV_17656	Field_10_D1
ASV_17658	Field_19_D1
ASV_17660	Field_10_D1
ASV_1768	Field_10_D1
ASV_1769	Field_10_D1
ASV_17695	Field_10_D1
ASV_17696	Field_19_D1
ASV_17698	Field_10_D1
ASV_17703	Field_10_D1
ASV_17704	Field_10_D1
ASV_17707	Field_10_D1
ASV_17709	Field_10_D1
ASV_17711	Field_19_D1
ASV_17712	Field_10_D1
ASV_17713	Field_19_D1
ASV_1773	Field_36_D2
ASV_1774	Field_10_D1
ASV_17756	Field_10_D1
ASV_17757	Field_10_D1
ASV_1776	Field_10_D1
ASV_17762	Field_10_D1
ASV_17764	Field_10_D1
ASV_17765	Field_10_D1
ASV_17768	Field_10_D1
ASV_178	Field_10_D1
ASV_17808	Field_43_D2
ASV_17810	Field_10_D1
ASV_17811	Field_10_D1
ASV_17813	Field_10_D1
ASV_17814	Field_10_D1
ASV_17815	Field_10_D1
ASV_17817	Field_10_D1
ASV_17819	Field_10_D2
ASV_17820	Field_10_D1
ASV_17821	Field_10_D1
ASV_17825	Field_36_D1
ASV_17826	Field_10_D1
ASV_17827	Field_10_D1
ASV_17828	Field_46_D1
ASV_17829	Field_46_D1
ASV_17832	Field_10_D1
ASV_17833	Field_10_D1
ASV_1786	Field_10_D1
ASV_1787	Field_10_D1
ASV_17879	Field_10_D1
ASV_17881	Field_10_D1
ASV_17883	Field_10_D1
ASV_17885	+ASW_3_D1
ASV_17886	Field_10_D1
ASV_17889	Field_10_D1
ASV_17890	Field_10_D1
ASV_17897	Field_10_D1
ASV_1791	Field_10_D1
ASV_17924	Field_10_D1
ASV_17925	Field_19_D1
ASV_17926	Field_10_D1
ASV_17927	Field_10_D1
ASV_17928	Field_10_D1
ASV_17930	Field_10_D1
ASV_17931	Field_10_D1
ASV_17935	Field_10_D1
ASV_1794	Field_10_D1
ASV_17975	Field_19_D1
ASV_17976	Field_10_D1
ASV_17977	Field_10_D1
ASV_17979	Field_10_D1
ASV_1799	Field_10_D1
ASV_18	Field_36_D1
ASV_180	Field_10_D1
ASV_1800	Field_10_D1
ASV_18027	Field_36_D1
ASV_18031	Field_10_D1
ASV_18033	Field_10_D1
ASV_18034	Field_10_D1
ASV_18035	+ASW_3_D1
ASV_18036	Field_19_D1
ASV_18037	Field_19_D1
ASV_18038	Field_10_D1
ASV_18039	Field_19_D2
ASV_1804	Field_10_D1
ASV_1807	+ASW_5_D1
ASV_18088	Field_10_D1
ASV_18090	Field_10_D1
ASV_18092	Field_10_D1
ASV_18093	Field_10_D1
ASV_18094	Field_46_D1
ASV_18096	Field_10_D1
ASV_181	Field_10_D1
ASV_18100	Field_10_D1
ASV_1811	Field_10_D1
ASV_18142	Field_19_D1
ASV_18143	+ASW_4_D1
ASV_18145	Field_10_D1
ASV_18146	Field_19_D1
ASV_18147	Field_10_D1
ASV_18148	Field_19_D1
ASV_18150	Field_10_D1
ASV_18151	+SO4_5A_D1
ASV_18153	Field_10_D1
ASV_18157	Field_19_D1
ASV_1816	Field_43_D1
ASV_1817	Field_10_D1
ASV_1818	Field_10_D1
ASV_1819	Field_10_D1
ASV_18197	Field_19_D1
ASV_18199	Field_10_D1
ASV_18200	Field_36_D2
ASV_18202	Field_10_D1
ASV_18205	Field_10_D1
ASV_18206	Field_43_D1
ASV_18207	Field_19_D1
ASV_18210	Field_10_D1
ASV_18211	+ASW_3_D1
ASV_18254	Field_10_D1
ASV_18255	+ASW_3_D1
ASV_18256	Field_10_D1
ASV_18258	Field_10_D1
ASV_18260	Field_10_D1
ASV_18261	Field_10_D1
ASV_18263	Field_10_D1
ASV_18268	Field_10_D1
ASV_1829	Field_10_D1
ASV_183	Field_10_D1
ASV_18314	Field_19_D1
ASV_18316	Field_10_D1
ASV_18318	Field_10_D1
ASV_18319	Field_10_D1
ASV_18320	Field_10_D1
ASV_18321	Field_10_D1
ASV_18322	+ASW-SO4_2_D1
ASV_18324	Field_10_D1
ASV_18325	Field_10_D1
ASV_18335	+ASW-SO4_2_D1
ASV_1836	Field_10_D1
ASV_18392	Field_10_D1
ASV_18393	Field_10_D1
ASV_18394	Field_10_D1
ASV_18395	Field_46_D1
ASV_18397	Field_43_D2
ASV_18398	Field_10_D1
ASV_18399	+ASW_3_D1
ASV_1840	Field_19_D1
ASV_18400	Field_19_D1
ASV_18447	Field_10_D1
ASV_18448	+SO4_5B_D2
ASV_18449	Field_43_D1
ASV_18450	Field_19_D1
ASV_18451	Field_10_D1
ASV_18452	Field_10_D1
ASV_18453	Field_19_D1
ASV_18455	Field_10_D1
ASV_18456	Field_10_D1
ASV_1847	+SO4_5A_D1
ASV_18504	Field_10_D1
ASV_18505	Field_10_D1
ASV_18507	Field_10_D1
ASV_1851	Field_36_D1
ASV_18510	Field_10_D1
ASV_18511	Field_19_D1
ASV_18512	Field_19_D1
ASV_18516	Field_19_D1
ASV_1854	Field_10_D1
ASV_1856	Field_10_D1
ASV_18561	Field_10_D1
ASV_18562	Field_19_D1
ASV_18565	Field_10_D1
ASV_18567	Field_10_D1
ASV_18568	Field_43_D2
ASV_18570	Field_36_D1
ASV_18574	Field_36_D1
ASV_1859	Field_10_D1
ASV_186	Control_3_D1
ASV_18609	Field_10_D1
ASV_18610	Field_10_D1
ASV_18612	Field_43_D1
ASV_18613	Field_10_D1
ASV_18615	Field_19_D1
ASV_18616	Field_10_D1
ASV_18619	Field_10_D1
ASV_18620	Field_10_D1
ASV_18622	Field_19_D1
ASV_18627	Field_19_D1
ASV_1863	Field_46_D1
ASV_18630	Field_10_D2
ASV_1864	Field_10_D1
ASV_18668	Field_10_D1
ASV_18672	Field_19_D1
ASV_18674	Field_43_D1
ASV_18675	Field_36_D1
ASV_18680	Field_10_D1
ASV_18683	Field_10_D1
ASV_187	Field_10_D1
ASV_1871	Field_10_D1
ASV_18723	Field_10_D1
ASV_18725	Field_10_D1
ASV_18726	+ASW_3_D1
ASV_18728	Field_10_D1
ASV_18733	Field_36_D1
ASV_18736	Field_36_D1
ASV_1875	Field_43_D1
ASV_18776	Field_36_D1
ASV_18779	Field_10_D1
ASV_18780	Field_36_D2
ASV_18781	Field_10_D1
ASV_18786	Field_10_D1
ASV_18788	Field_19_D1
ASV_18789	Field_10_D1
ASV_18828	Field_10_D2
ASV_18829	Field_10_D1
ASV_18830	Field_10_D1
ASV_18832	Field_10_D1
ASV_18834	Field_19_D1
ASV_18835	Field_10_D1
ASV_18837	Field_10_D1
ASV_1884	Field_10_D1
ASV_18841	Field_10_D1
ASV_1886	Field_10_D1
ASV_18882	Field_10_D1
ASV_18887	Field_36_D1
ASV_18888	+ASW_3_D1
ASV_1889	Field_10_D1
ASV_18892	Field_19_D1
ASV_18896	Field_10_D1
ASV_18899	Field_19_D1
ASV_189	Field_10_D1
ASV_18900	Field_10_D1
ASV_1892	Field_10_D1
ASV_18955	Field_10_D1
ASV_18956	Field_10_D1
ASV_18957	Field_10_D1
ASV_18959	Field_19_D1
ASV_18963	Field_10_D1
ASV_18966	Field_19_D1
ASV_18967	Field_10_D1
ASV_18968	Field_43_D1
ASV_18969	Field_43_D1
ASV_18974	Field_10_D1
ASV_18979	Field_10_D1
ASV_1899	Field_10_D1
ASV_19	Field_10_D1
ASV_19015	Field_10_D1
ASV_19017	Field_10_D1
ASV_19018	+ASW-SO4_1_D1
ASV_19021	Field_10_D1
ASV_19022	Field_10_D1
ASV_19023	Field_10_D1
ASV_19024	Field_10_D1
ASV_19026	Field_36_D1
ASV_19028	Field_43_D1
ASV_19029	Field_10_D1
ASV_1904	Field_10_D1
ASV_19041	+ASW_3_D2
ASV_1908	Field_10_D1
ASV_19083	Field_19_D1
ASV_19084	Field_10_D1
ASV_19085	Field_10_D1
ASV_19086	Field_10_D1
ASV_19089	Field_19_D1
ASV_1909	Field_10_D1
ASV_19090	Field_19_D1
ASV_19091	Field_10_D1
ASV_19092	Field_10_D1
ASV_19093	Field_10_D1
ASV_19094	Field_19_D1
ASV_19095	+ASW-SO4_1_D1
ASV_19138	Field_36_D1
ASV_19139	Field_10_D1
ASV_19140	+SO4_3_D1
ASV_19141	Field_10_D1
ASV_19144	Field_19_D1
ASV_19146	Field_19_D1
ASV_19147	Field_10_D1
ASV_19148	Field_19_D1
ASV_19150	Field_19_D1
ASV_19152	Field_36_D1
ASV_1917	Field_10_D1
ASV_1918	Field_10_D1
ASV_1919	Field_10_D1
ASV_19193	Field_19_D1
ASV_19197	Field_10_D1
ASV_19202	Field_10_D1
ASV_19203	Field_10_D1
ASV_1923	Field_19_D1
ASV_19254	Field_36_D2
ASV_19258	Field_10_D1
ASV_19259	Field_19_D1
ASV_19260	Field_10_D1
ASV_19261	Field_10_D1
ASV_19262	Field_19_D1
ASV_19263	+ASW-SO4_1_D1
ASV_19264	Field_10_D1
ASV_19265	Field_10_D1
ASV_19266	Field_10_D1
ASV_1927	Field_10_D1
ASV_193	Field_10_D1
ASV_1931	Field_10_D1
ASV_19319	Field_10_D1
ASV_19320	Field_10_D1
ASV_19321	Field_10_D1
ASV_19322	Field_10_D1
ASV_19323	Field_10_D1
ASV_19324	Field_10_D1
ASV_19327	Field_10_D1
ASV_19329	Field_10_D1
ASV_1938	Field_10_D1
ASV_19395	Field_10_D1
ASV_19396	Field_43_D2
ASV_19397	Field_10_D1
ASV_19399	Field_10_D1
ASV_19400	Field_10_D1
ASV_19401	Field_10_D1
ASV_19462	Field_10_D1
ASV_19463	+ASW_5_D1
ASV_19465	Field_10_D1
ASV_19467	Field_10_D1
ASV_19468	Field_19_D1
ASV_19469	Field_43_D2
ASV_19470	Field_10_D1
ASV_19471	Field_10_D1
ASV_19472	Field_36_D1
ASV_19477	Field_36_D1
ASV_1949	Field_10_D1
ASV_1953	Field_10_D1
ASV_19530	Field_10_D1
ASV_19533	Field_10_D1
ASV_19536	Field_10_D1
ASV_19538	Field_10_D1
ASV_19539	Field_10_D1
ASV_1954	Field_10_D1
ASV_19541	Field_19_D1
ASV_19543	Field_43_D1
ASV_19544	Field_43_D2
ASV_19545	Field_10_D1
ASV_19548	Field_10_D1
ASV_19550	Field_19_D1
ASV_1958	Field_19_D1
ASV_19598	Field_10_D1
ASV_19599	Field_10_D1
ASV_196	Field_10_D1
ASV_19600	Field_19_D2
ASV_19601	Field_36_D1
ASV_19602	Field_10_D1
ASV_19603	Field_10_D1
ASV_19605	Field_10_D1
ASV_19606	Field_43_D1
ASV_19607	Field_10_D1
ASV_1964	Field_10_D1
ASV_19658	Field_10_D1
ASV_19659	Field_19_D1
ASV_19664	Field_10_D1
ASV_19665	Field_10_D1
ASV_19666	Field_10_D1
ASV_19667	Field_10_D1
ASV_19669	Field_19_D2
ASV_1967	Field_10_D1
ASV_19671	Field_19_D1
ASV_19672	Field_10_D1
ASV_19673	Field_10_D1
ASV_19677	Field_10_D1
ASV_19721	Field_36_D1
ASV_19722	Field_10_D1
ASV_19723	Field_10_D1
ASV_19724	Field_10_D1
ASV_19725	Field_10_D1
ASV_19726	Field_36_D1
ASV_19727	Field_10_D1
ASV_19728	Field_10_D1
ASV_19729	Field_43_D1
ASV_1973	Field_36_D1
